Geocodigo,Municipio,UF,Tipo,unidade,Safra,Valor
2905602,Camacan,BA,Produtividade,kg/ha,2020,0
2905701,Camaçari,BA,Produtividade,kg/ha,2020,31000
2905800,Camamu,BA,Produtividade,kg/ha,2020,20000
2905909,Campo Alegre de Lourdes,BA,Produtividade,kg/ha,2020,0
2906006,Campo Formoso,BA,Produtividade,kg/ha,2020,17500
2906105,Canápolis,BA,Produtividade,kg/ha,2020,17143
2906204,Canarana,BA,Produtividade,kg/ha,2020,0
2906303,Canavieiras,BA,Produtividade,kg/ha,2020,0
2906402,Candeal,BA,Produtividade,kg/ha,2020,0
2906501,Candeias,BA,Produtividade,kg/ha,2020,0
2906600,Candiba,BA,Produtividade,kg/ha,2020,30000
2906709,Cândido Sales,BA,Produtividade,kg/ha,2020,16250
2906808,Cansanção,BA,Produtividade,kg/ha,2020,0
2906824,Canudos,BA,Produtividade,kg/ha,2020,0
2906857,Capela do Alto Alegre,BA,Produtividade,kg/ha,2020,0
2906873,Capim Grosso,BA,Produtividade,kg/ha,2020,0
2906899,Caraíbas,BA,Produtividade,kg/ha,2020,20000
2906907,Caravelas,BA,Produtividade,kg/ha,2020,59000
2907004,Cardeal da Silva,BA,Produtividade,kg/ha,2020,0
2907103,Carinhanha,BA,Produtividade,kg/ha,2020,24000
2907202,Casa Nova,BA,Produtividade,kg/ha,2020,0
2907301,Castro Alves,BA,Produtividade,kg/ha,2020,0
2907400,Catolândia,BA,Produtividade,kg/ha,2020,53333
2907509,Catu,BA,Produtividade,kg/ha,2020,8000
2907558,Caturama,BA,Produtividade,kg/ha,2020,24000
2907608,Central,BA,Produtividade,kg/ha,2020,0
2907707,Chorrochó,BA,Produtividade,kg/ha,2020,0
2907806,Cícero Dantas,BA,Produtividade,kg/ha,2020,0
2907905,Cipó,BA,Produtividade,kg/ha,2020,0
2908002,Coaraci,BA,Produtividade,kg/ha,2020,16667
2908101,Cocos,BA,Produtividade,kg/ha,2020,10000
2908200,Conceição da Feira,BA,Produtividade,kg/ha,2020,0
2908309,Conceição do Almeida,BA,Produtividade,kg/ha,2020,0
2908408,Conceição do Coité,BA,Produtividade,kg/ha,2020,0
2908507,Conceição do Jacuípe,BA,Produtividade,kg/ha,2020,0
2908606,Conde,BA,Produtividade,kg/ha,2020,0
2908705,Condeúba,BA,Produtividade,kg/ha,2020,18621
2908804,Contendas do Sincorá,BA,Produtividade,kg/ha,2020,19400
2908903,Coração de Maria,BA,Produtividade,kg/ha,2020,0
2909000,Cordeiros,BA,Produtividade,kg/ha,2020,11722
2909109,Coribe,BA,Produtividade,kg/ha,2020,15000
2909208,Coronel João Sá,BA,Produtividade,kg/ha,2020,0
2909307,Correntina,BA,Produtividade,kg/ha,2020,8611
2909406,Cotegipe,BA,Produtividade,kg/ha,2020,12000
2909505,Cravolândia,BA,Produtividade,kg/ha,2020,0
2909604,Crisópolis,BA,Produtividade,kg/ha,2020,0
2909703,Cristópolis,BA,Produtividade,kg/ha,2020,13333
2909802,Cruz das Almas,BA,Produtividade,kg/ha,2020,0
2909901,Curaçá,BA,Produtividade,kg/ha,2020,0
2910008,Dário Meira,BA,Produtividade,kg/ha,2020,8462
2910057,Dias d'Ávila,BA,Produtividade,kg/ha,2020,0
2910107,Dom Basílio,BA,Produtividade,kg/ha,2020,0
2910206,Dom Macedo Costa,BA,Produtividade,kg/ha,2020,12000
2910305,Elísio Medrado,BA,Produtividade,kg/ha,2020,10000
2910404,Encruzilhada,BA,Produtividade,kg/ha,2020,25000
2910503,Entre Rios,BA,Produtividade,kg/ha,2020,0
2910602,Esplanada,BA,Produtividade,kg/ha,2020,0
2910701,Euclides da Cunha,BA,Produtividade,kg/ha,2020,0
2910727,Eunápolis,BA,Produtividade,kg/ha,2020,33333
2910750,Fátima,BA,Produtividade,kg/ha,2020,0
2910776,Feira da Mata,BA,Produtividade,kg/ha,2020,0
2910800,Feira de Santana,BA,Produtividade,kg/ha,2020,0
2910859,Filadélfia,BA,Produtividade,kg/ha,2020,0
2910909,Firmino Alves,BA,Produtividade,kg/ha,2020,0
2911006,Floresta Azul,BA,Produtividade,kg/ha,2020,0
2911105,Formosa do Rio Preto,BA,Produtividade,kg/ha,2020,18000
2911204,Gandu,BA,Produtividade,kg/ha,2020,32000
2911253,Gavião,BA,Produtividade,kg/ha,2020,0
2911303,Gentio do Ouro,BA,Produtividade,kg/ha,2020,20000
2911402,Glória,BA,Produtividade,kg/ha,2020,0
2911501,Gongogi,BA,Produtividade,kg/ha,2020,5000
2911600,Governador Mangabeira,BA,Produtividade,kg/ha,2020,0
2911659,Guajeru,BA,Produtividade,kg/ha,2020,0
2911709,Guanambi,BA,Produtividade,kg/ha,2020,0
2911808,Guaratinga,BA,Produtividade,kg/ha,2020,40000
2911857,Heliópolis,BA,Produtividade,kg/ha,2020,0
2911907,Iaçu,BA,Produtividade,kg/ha,2020,0
2912004,Ibiassucê,BA,Produtividade,kg/ha,2020,35000
2912103,Ibicaraí,BA,Produtividade,kg/ha,2020,0
2912202,Ibicoara,BA,Produtividade,kg/ha,2020,37143
2912301,Ibicuí,BA,Produtividade,kg/ha,2020,13636
2912400,Ibipeba,BA,Produtividade,kg/ha,2020,0
2912509,Ibipitanga,BA,Produtividade,kg/ha,2020,13636
2912608,Ibiquera,BA,Produtividade,kg/ha,2020,0
2912707,Ibirapitanga,BA,Produtividade,kg/ha,2020,0
2912806,Ibirapuã,BA,Produtividade,kg/ha,2020,60000
2912905,Ibirataia,BA,Produtividade,kg/ha,2020,11111
2913002,Ibitiara,BA,Produtividade,kg/ha,2020,0
2913101,Ibititá,BA,Produtividade,kg/ha,2020,0
2913200,Ibotirama,BA,Produtividade,kg/ha,2020,5143
2913309,Ichu,BA,Produtividade,kg/ha,2020,0
2913408,Igaporã,BA,Produtividade,kg/ha,2020,31111
2913457,Igrapiúna,BA,Produtividade,kg/ha,2020,0
2913507,Iguaí,BA,Produtividade,kg/ha,2020,25714
2913606,Ilhéus,BA,Produtividade,kg/ha,2020,22222
2913705,Inhambupe,BA,Produtividade,kg/ha,2020,0
2913804,Ipecaetá,BA,Produtividade,kg/ha,2020,0
2913903,Ipiaú,BA,Produtividade,kg/ha,2020,20000
2914000,Ipirá,BA,Produtividade,kg/ha,2020,0
2914109,Ipupiara,BA,Produtividade,kg/ha,2020,5500
2914208,Irajuba,BA,Produtividade,kg/ha,2020,0
2914307,Iramaia,BA,Produtividade,kg/ha,2020,1250
2914406,Iraquara,BA,Produtividade,kg/ha,2020,7368
2914505,Irará,BA,Produtividade,kg/ha,2020,0
2914604,Irecê,BA,Produtividade,kg/ha,2020,0
2914653,Itabela,BA,Produtividade,kg/ha,2020,40000
2914703,Itaberaba,BA,Produtividade,kg/ha,2020,0
2914802,Itabuna,BA,Produtividade,kg/ha,2020,0
2914901,Itacaré,BA,Produtividade,kg/ha,2020,20000
2915007,Itaeté,BA,Produtividade,kg/ha,2020,0
2915106,Itagi,BA,Produtividade,kg/ha,2020,25500
2915205,Itagibá,BA,Produtividade,kg/ha,2020,12000
2915304,Itagimirim,BA,Produtividade,kg/ha,2020,38889
2915353,Itaguaçu da Bahia,BA,Produtividade,kg/ha,2020,0
2915403,Itaju do Colônia,BA,Produtividade,kg/ha,2020,0
2915502,Itajuípe,BA,Produtividade,kg/ha,2020,10000
2915601,Itamaraju,BA,Produtividade,kg/ha,2020,40000
2915700,Itamari,BA,Produtividade,kg/ha,2020,0
2915809,Itambé,BA,Produtividade,kg/ha,2020,15000
2915908,Itanagra,BA,Produtividade,kg/ha,2020,0
2916005,Itanhém,BA,Produtividade,kg/ha,2020,50000
2916104,Itaparica,BA,Produtividade,kg/ha,2020,0
2916203,Itapé,BA,Produtividade,kg/ha,2020,34167
2916302,Itapebi,BA,Produtividade,kg/ha,2020,33333
2916401,Itapetinga,BA,Produtividade,kg/ha,2020,24000
2916500,Itapicuru,BA,Produtividade,kg/ha,2020,0
2916609,Itapitanga,BA,Produtividade,kg/ha,2020,10000
2916708,Itaquara,BA,Produtividade,kg/ha,2020,0
2916807,Itarantim,BA,Produtividade,kg/ha,2020,41667
2916856,Itatim,BA,Produtividade,kg/ha,2020,0
2916906,Itiruçu,BA,Produtividade,kg/ha,2020,0
2917003,Itiúba,BA,Produtividade,kg/ha,2020,0
2917102,Itororó,BA,Produtividade,kg/ha,2020,25000
2917201,Ituaçu,BA,Produtividade,kg/ha,2020,17857
2917300,Ituberá,BA,Produtividade,kg/ha,2020,6514
2917334,Iuiu,BA,Produtividade,kg/ha,2020,16000
2917359,Jaborandi,BA,Produtividade,kg/ha,2020,10000
2917409,Jacaraci,BA,Produtividade,kg/ha,2020,16667
2917508,Jacobina,BA,Produtividade,kg/ha,2020,17500
2917607,Jaguaquara,BA,Produtividade,kg/ha,2020,12121
2917706,Jaguarari,BA,Produtividade,kg/ha,2020,0
2917805,Jaguaripe,BA,Produtividade,kg/ha,2020,20000
2917904,Jandaíra,BA,Produtividade,kg/ha,2020,0
2918001,Jequié,BA,Produtividade,kg/ha,2020,18425
2918100,Jeremoabo,BA,Produtividade,kg/ha,2020,0
2918209,Jiquiriçá,BA,Produtividade,kg/ha,2020,4000
2918308,Jitaúna,BA,Produtividade,kg/ha,2020,8000
2918357,João Dourado,BA,Produtividade,kg/ha,2020,0
2918407,Juazeiro,BA,Produtividade,kg/ha,2020,151713
2918456,Jucuruçu,BA,Produtividade,kg/ha,2020,30769
2918506,Jussara,BA,Produtividade,kg/ha,2020,0
2918555,Jussari,BA,Produtividade,kg/ha,2020,20000
2918605,Jussiape,BA,Produtividade,kg/ha,2020,20870
2918704,Lafaiete Coutinho,BA,Produtividade,kg/ha,2020,0
2918753,Lagoa Real,BA,Produtividade,kg/ha,2020,0
2918803,Laje,BA,Produtividade,kg/ha,2020,14000
2918902,Lajedão,BA,Produtividade,kg/ha,2020,60000
2919009,Lajedinho,BA,Produtividade,kg/ha,2020,0
2919058,Lajedo do Tabocal,BA,Produtividade,kg/ha,2020,0
2919108,Lamarão,BA,Produtividade,kg/ha,2020,0
2919157,Lapão,BA,Produtividade,kg/ha,2020,0
2919207,Lauro de Freitas,BA,Produtividade,kg/ha,2020,0
2919306,Lençóis,BA,Produtividade,kg/ha,2020,50000
2919405,Licínio de Almeida,BA,Produtividade,kg/ha,2020,17000
2919504,Livramento de Nossa Senhora,BA,Produtividade,kg/ha,2020,20000
2919553,Luís Eduardo Magalhães,BA,Produtividade,kg/ha,2020,0
2919603,Macajuba,BA,Produtividade,kg/ha,2020,0
2919702,Macarani,BA,Produtividade,kg/ha,2020,56000
2919801,Macaúbas,BA,Produtividade,kg/ha,2020,15000
2919900,Macururé,BA,Produtividade,kg/ha,2020,0
2919926,Madre de Deus,BA,Produtividade,kg/ha,2020,0
2919959,Maetinga,BA,Produtividade,kg/ha,2020,25000
2920007,Maiquinique,BA,Produtividade,kg/ha,2020,58333
2920106,Mairi,BA,Produtividade,kg/ha,2020,0
2920205,Malhada,BA,Produtividade,kg/ha,2020,27500
2920304,Malhada de Pedras,BA,Produtividade,kg/ha,2020,0
2920403,Manoel Vitorino,BA,Produtividade,kg/ha,2020,1000
2920452,Mansidão,BA,Produtividade,kg/ha,2020,33750
2920502,Maracás,BA,Produtividade,kg/ha,2020,0
2920601,Maragogipe,BA,Produtividade,kg/ha,2020,12000
2920700,Maraú,BA,Produtividade,kg/ha,2020,20571
2920809,Marcionílio Souza,BA,Produtividade,kg/ha,2020,0
2920908,Mascote,BA,Produtividade,kg/ha,2020,0
2921005,Mata de São João,BA,Produtividade,kg/ha,2020,0
2921054,Matina,BA,Produtividade,kg/ha,2020,0
2921104,Medeiros Neto,BA,Produtividade,kg/ha,2020,60000
2921203,Miguel Calmon,BA,Produtividade,kg/ha,2020,0
2921302,Milagres,BA,Produtividade,kg/ha,2020,0
2921401,Mirangaba,BA,Produtividade,kg/ha,2020,0
2921450,Mirante,BA,Produtividade,kg/ha,2020,8000
2921500,Monte Santo,BA,Produtividade,kg/ha,2020,0
2921609,Morpará,BA,Produtividade,kg/ha,2020,4000
2921708,Morro do Chapéu,BA,Produtividade,kg/ha,2020,0
2921807,Mortugaba,BA,Produtividade,kg/ha,2020,15385
2921906,Mucugê,BA,Produtividade,kg/ha,2020,50000
2922003,Mucuri,BA,Produtividade,kg/ha,2020,57000
2922052,Mulungu do Morro,BA,Produtividade,kg/ha,2020,0
2922102,Mundo Novo,BA,Produtividade,kg/ha,2020,0
2922201,Muniz Ferreira,BA,Produtividade,kg/ha,2020,14000
2922250,Muquém do São Francisco,BA,Produtividade,kg/ha,2020,1750
2922300,Muritiba,BA,Produtividade,kg/ha,2020,0
2922409,Mutuípe,BA,Produtividade,kg/ha,2020,2750
2922508,Nazaré,BA,Produtividade,kg/ha,2020,8889
2922607,Nilo Peçanha,BA,Produtividade,kg/ha,2020,0
2922656,Nordestina,BA,Produtividade,kg/ha,2020,0
2922706,Nova Canaã,BA,Produtividade,kg/ha,2020,35000
2922730,Nova Fátima,BA,Produtividade,kg/ha,2020,0
2922755,Nova Ibiá,BA,Produtividade,kg/ha,2020,0
2922805,Nova Itarana,BA,Produtividade,kg/ha,2020,0
2922854,Nova Redenção,BA,Produtividade,kg/ha,2020,0
2922904,Nova Soure,BA,Produtividade,kg/ha,2020,0
2923001,Nova Viçosa,BA,Produtividade,kg/ha,2020,60000
2923035,Novo Horizonte,BA,Produtividade,kg/ha,2020,30000
2923050,Novo Triunfo,BA,Produtividade,kg/ha,2020,0
2923100,Olindina,BA,Produtividade,kg/ha,2020,0
2923209,Oliveira dos Brejinhos,BA,Produtividade,kg/ha,2020,1613
2923308,Ouriçangas,BA,Produtividade,kg/ha,2020,0
2923357,Ourolândia,BA,Produtividade,kg/ha,2020,0
2923407,Palmas de Monte Alto,BA,Produtividade,kg/ha,2020,46250
2923506,Palmeiras,BA,Produtividade,kg/ha,2020,30000
2923605,Paramirim,BA,Produtividade,kg/ha,2020,24000
2923704,Paratinga,BA,Produtividade,kg/ha,2020,7500
2923803,Paripiranga,BA,Produtividade,kg/ha,2020,0
2923902,Pau Brasil,BA,Produtividade,kg/ha,2020,0
2924009,Paulo Afonso,BA,Produtividade,kg/ha,2020,0
2924058,Pé de Serra,BA,Produtividade,kg/ha,2020,0
2924108,Pedrão,BA,Produtividade,kg/ha,2020,0
2924207,Pedro Alexandre,BA,Produtividade,kg/ha,2020,0
2924306,Piatã,BA,Produtividade,kg/ha,2020,25556
2924405,Pilão Arcado,BA,Produtividade,kg/ha,2020,6000
2924504,Pindaí,BA,Produtividade,kg/ha,2020,35000
2924603,Pindobaçu,BA,Produtividade,kg/ha,2020,14000
2924652,Pintadas,BA,Produtividade,kg/ha,2020,0
2924678,Piraí do Norte,BA,Produtividade,kg/ha,2020,0
2924702,Piripá,BA,Produtividade,kg/ha,2020,12286
2924801,Piritiba,BA,Produtividade,kg/ha,2020,0
2924900,Planaltino,BA,Produtividade,kg/ha,2020,0
2925006,Planalto,BA,Produtividade,kg/ha,2020,22222
2925105,Poções,BA,Produtividade,kg/ha,2020,20000
2925204,Pojuca,BA,Produtividade,kg/ha,2020,0
2925253,Ponto Novo,BA,Produtividade,kg/ha,2020,20000
2925303,Porto Seguro,BA,Produtividade,kg/ha,2020,16667
2925402,Potiraguá,BA,Produtividade,kg/ha,2020,57143
2925501,Prado,BA,Produtividade,kg/ha,2020,66667
2925600,Presidente Dutra,BA,Produtividade,kg/ha,2020,0
2925709,Presidente Jânio Quadros,BA,Produtividade,kg/ha,2020,10000
2925758,Presidente Tancredo Neves,BA,Produtividade,kg/ha,2020,7000
2925808,Queimadas,BA,Produtividade,kg/ha,2020,0
2925907,Quijingue,BA,Produtividade,kg/ha,2020,0
2925931,Quixabeira,BA,Produtividade,kg/ha,2020,0
2925956,Rafael Jambeiro,BA,Produtividade,kg/ha,2020,0
2926004,Remanso,BA,Produtividade,kg/ha,2020,0
2926103,Retirolândia,BA,Produtividade,kg/ha,2020,0
2926202,Riachão das Neves,BA,Produtividade,kg/ha,2020,20000
2926301,Riachão do Jacuípe,BA,Produtividade,kg/ha,2020,0
2926400,Riacho de Santana,BA,Produtividade,kg/ha,2020,9091
2926509,Ribeira do Amparo,BA,Produtividade,kg/ha,2020,8000
2926608,Ribeira do Pombal,BA,Produtividade,kg/ha,2020,0
2926657,Ribeirão do Largo,BA,Produtividade,kg/ha,2020,13846
2926707,Rio de Contas,BA,Produtividade,kg/ha,2020,20000
2926806,Rio do Antônio,BA,Produtividade,kg/ha,2020,0
2926905,Rio do Pires,BA,Produtividade,kg/ha,2020,15400
2927002,Rio Real,BA,Produtividade,kg/ha,2020,0
2927101,Rodelas,BA,Produtividade,kg/ha,2020,0
2927200,Ruy Barbosa,BA,Produtividade,kg/ha,2020,3000
2927309,Salinas da Margarida,BA,Produtividade,kg/ha,2020,0
2927408,Salvador,BA,Produtividade,kg/ha,2020,0
2927507,Santa Bárbara,BA,Produtividade,kg/ha,2020,0
2927606,Santa Brígida,BA,Produtividade,kg/ha,2020,0
2927705,Santa Cruz Cabrália,BA,Produtividade,kg/ha,2020,51000
2927804,Santa Cruz da Vitória,BA,Produtividade,kg/ha,2020,0
2927903,Santa Inês,BA,Produtividade,kg/ha,2020,0
2928000,Santaluz,BA,Produtividade,kg/ha,2020,0
2928059,Santa Luzia,BA,Produtividade,kg/ha,2020,0
2928109,Santa Maria da Vitória,BA,Produtividade,kg/ha,2020,31000
2928208,Santana,BA,Produtividade,kg/ha,2020,18182
2928307,Santanópolis,BA,Produtividade,kg/ha,2020,0
2928406,Santa Rita de Cássia,BA,Produtividade,kg/ha,2020,10000
2928505,Santa Terezinha,BA,Produtividade,kg/ha,2020,0
2928604,Santo Amaro,BA,Produtividade,kg/ha,2020,20000
2928703,Santo Antônio de Jesus,BA,Produtividade,kg/ha,2020,18333
2928802,Santo Estêvão,BA,Produtividade,kg/ha,2020,0
2928901,São Desidério,BA,Produtividade,kg/ha,2020,17500
2928950,São Domingos,BA,Produtividade,kg/ha,2020,0
2929008,São Félix,BA,Produtividade,kg/ha,2020,12000
2929057,São Félix do Coribe,BA,Produtividade,kg/ha,2020,60000
2929107,São Felipe,BA,Produtividade,kg/ha,2020,18000
2929206,São Francisco do Conde,BA,Produtividade,kg/ha,2020,20000
2929255,São Gabriel,BA,Produtividade,kg/ha,2020,0
2929305,São Gonçalo dos Campos,BA,Produtividade,kg/ha,2020,0
2929354,São José da Vitória,BA,Produtividade,kg/ha,2020,0
2929370,São José do Jacuípe,BA,Produtividade,kg/ha,2020,0
2929404,São Miguel das Matas,BA,Produtividade,kg/ha,2020,0
2929503,São Sebastião do Passé,BA,Produtividade,kg/ha,2020,46000
2929602,Sapeaçu,BA,Produtividade,kg/ha,2020,0
2929701,Sátiro Dias,BA,Produtividade,kg/ha,2020,0
2929750,Saubara,BA,Produtividade,kg/ha,2020,0
2929800,Saúde,BA,Produtividade,kg/ha,2020,0
2929909,Seabra,BA,Produtividade,kg/ha,2020,0
2930006,Sebastião Laranjeiras,BA,Produtividade,kg/ha,2020,33684
2930105,Senhor do Bonfim,BA,Produtividade,kg/ha,2020,4000
2930154,Serra do Ramalho,BA,Produtividade,kg/ha,2020,10000
2930204,Sento Sé,BA,Produtividade,kg/ha,2020,0
2930303,Serra Dourada,BA,Produtividade,kg/ha,2020,10000
2930402,Serra Preta,BA,Produtividade,kg/ha,2020,0
2930501,Serrinha,BA,Produtividade,kg/ha,2020,0
2930600,Serrolândia,BA,Produtividade,kg/ha,2020,0
2930709,Simões Filho,BA,Produtividade,kg/ha,2020,33333
2930758,Sítio do Mato,BA,Produtividade,kg/ha,2020,0
2930766,Sítio do Quinto,BA,Produtividade,kg/ha,2020,0
2930774,Sobradinho,BA,Produtividade,kg/ha,2020,0
2930808,Souto Soares,BA,Produtividade,kg/ha,2020,8125
2930907,Tabocas do Brejo Velho,BA,Produtividade,kg/ha,2020,15111
2931004,Tanhaçu,BA,Produtividade,kg/ha,2020,26667
2931053,Tanque Novo,BA,Produtividade,kg/ha,2020,23333
2931103,Tanquinho,BA,Produtividade,kg/ha,2020,0
2931202,Taperoá,BA,Produtividade,kg/ha,2020,8000
2931301,Tapiramutá,BA,Produtividade,kg/ha,2020,0
2931350,Teixeira de Freitas,BA,Produtividade,kg/ha,2020,50000
2931400,Teodoro Sampaio,BA,Produtividade,kg/ha,2020,0
2931509,Teofilândia,BA,Produtividade,kg/ha,2020,0
2931608,Teolândia,BA,Produtividade,kg/ha,2020,0
2931707,Terra Nova,BA,Produtividade,kg/ha,2020,54286
2931806,Tremedal,BA,Produtividade,kg/ha,2020,30000
2931905,Tucano,BA,Produtividade,kg/ha,2020,0
2932002,Uauá,BA,Produtividade,kg/ha,2020,0
2932101,Ubaíra,BA,Produtividade,kg/ha,2020,5000
2932200,Ubaitaba,BA,Produtividade,kg/ha,2020,0
2932309,Ubatã,BA,Produtividade,kg/ha,2020,0
2932408,Uibaí,BA,Produtividade,kg/ha,2020,0
2932457,Umburanas,BA,Produtividade,kg/ha,2020,0
2932507,Una,BA,Produtividade,kg/ha,2020,25000
2932606,Urandi,BA,Produtividade,kg/ha,2020,14286
2932705,Uruçuca,BA,Produtividade,kg/ha,2020,15000
2932804,Utinga,BA,Produtividade,kg/ha,2020,12000
2932903,Valença,BA,Produtividade,kg/ha,2020,9000
2933000,Valente,BA,Produtividade,kg/ha,2020,0
2933059,Várzea da Roça,BA,Produtividade,kg/ha,2020,0
2933109,Várzea do Poço,BA,Produtividade,kg/ha,2020,0
2933158,Várzea Nova,BA,Produtividade,kg/ha,2020,0
2933174,Varzedo,BA,Produtividade,kg/ha,2020,10000
2933208,Vera Cruz,BA,Produtividade,kg/ha,2020,10000
2933257,Vereda,BA,Produtividade,kg/ha,2020,50000
2933307,Vitória da Conquista,BA,Produtividade,kg/ha,2020,11538
2933406,Wagner,BA,Produtividade,kg/ha,2020,10000
2933455,Wanderley,BA,Produtividade,kg/ha,2020,13500
2933505,Wenceslau Guimarães,BA,Produtividade,kg/ha,2020,0
2933604,Xique-Xique,BA,Produtividade,kg/ha,2020,0
3100104,Abadia dos Dourados,MG,Produtividade,kg/ha,2020,43000
3100203,Abaeté,MG,Produtividade,kg/ha,2020,62000
3100302,Abre Campo,MG,Produtividade,kg/ha,2020,33000
3100401,Acaiaca,MG,Produtividade,kg/ha,2020,33000
3100500,Açucena,MG,Produtividade,kg/ha,2020,38000
3100609,Água Boa,MG,Produtividade,kg/ha,2020,41988
3100708,Água Comprida,MG,Produtividade,kg/ha,2020,80000
3100807,Aguanil,MG,Produtividade,kg/ha,2020,42510
3100906,Águas Formosas,MG,Produtividade,kg/ha,2020,32500
3101003,Águas Vermelhas,MG,Produtividade,kg/ha,2020,37500
3101102,Aimorés,MG,Produtividade,kg/ha,2020,48000
3101201,Aiuruoca,MG,Produtividade,kg/ha,2020,40000
3101300,Alagoa,MG,Produtividade,kg/ha,2020,45000
3101409,Albertina,MG,Produtividade,kg/ha,2020,0
3101508,Além Paraíba,MG,Produtividade,kg/ha,2020,0
3101607,Alfenas,MG,Produtividade,kg/ha,2020,85000
3101631,Alfredo Vasconcelos,MG,Produtividade,kg/ha,2020,0
3101706,Almenara,MG,Produtividade,kg/ha,2020,40000
3101805,Alpercata,MG,Produtividade,kg/ha,2020,33000
3101904,Alpinópolis,MG,Produtividade,kg/ha,2020,75000
3102001,Alterosa,MG,Produtividade,kg/ha,2020,74990
3102050,Alto Caparaó,MG,Produtividade,kg/ha,2020,49000
3102100,Alto Rio Doce,MG,Produtividade,kg/ha,2020,40000
3102209,Alvarenga,MG,Produtividade,kg/ha,2020,48000
3102308,Alvinópolis,MG,Produtividade,kg/ha,2020,45000
3102407,Alvorada de Minas,MG,Produtividade,kg/ha,2020,36000
3102506,Amparo do Serra,MG,Produtividade,kg/ha,2020,45000
3102605,Andradas,MG,Produtividade,kg/ha,2020,70000
3102704,Cachoeira de Pajeú,MG,Produtividade,kg/ha,2020,30000
3102803,Andrelândia,MG,Produtividade,kg/ha,2020,42500
3102852,Angelândia,MG,Produtividade,kg/ha,2020,31818
3102902,Antônio Carlos,MG,Produtividade,kg/ha,2020,60000
3103009,Antônio Dias,MG,Produtividade,kg/ha,2020,40000
3103108,Antônio Prado de Minas,MG,Produtividade,kg/ha,2020,40000
3103207,Araçaí,MG,Produtividade,kg/ha,2020,0
3103306,Aracitaba,MG,Produtividade,kg/ha,2020,60000
3103405,Araçuaí,MG,Produtividade,kg/ha,2020,30000
3103504,Araguari,MG,Produtividade,kg/ha,2020,60000
3103603,Arantina,MG,Produtividade,kg/ha,2020,50000
3103702,Araponga,MG,Produtividade,kg/ha,2020,35000
3103751,Araporã,MG,Produtividade,kg/ha,2020,84240
3103801,Arapuá,MG,Produtividade,kg/ha,2020,0
3103900,Araújos,MG,Produtividade,kg/ha,2020,40000
3104007,Araxá,MG,Produtividade,kg/ha,2020,78000
3104106,Arceburgo,MG,Produtividade,kg/ha,2020,70000
3104205,Arcos,MG,Produtividade,kg/ha,2020,68000
3104304,Areado,MG,Produtividade,kg/ha,2020,85000
3104403,Argirita,MG,Produtividade,kg/ha,2020,0
3104452,Aricanduva,MG,Produtividade,kg/ha,2020,35000
3104502,Arinos,MG,Produtividade,kg/ha,2020,40000
3104601,Astolfo Dutra,MG,Produtividade,kg/ha,2020,70000
3104700,Ataléia,MG,Produtividade,kg/ha,2020,40000
3104809,Augusto de Lima,MG,Produtividade,kg/ha,2020,53000
3104908,Baependi,MG,Produtividade,kg/ha,2020,0
3105004,Baldim,MG,Produtividade,kg/ha,2020,35000
3105103,Bambuí,MG,Produtividade,kg/ha,2020,70000
3105202,Bandeira,MG,Produtividade,kg/ha,2020,40000
3105301,Bandeira do Sul,MG,Produtividade,kg/ha,2020,0
3105400,Barão de Cocais,MG,Produtividade,kg/ha,2020,35000
3105509,Barão de Monte Alto,MG,Produtividade,kg/ha,2020,40000
3105608,Barbacena,MG,Produtividade,kg/ha,2020,40000
3105707,Barra Longa,MG,Produtividade,kg/ha,2020,40000
3105905,Barroso,MG,Produtividade,kg/ha,2020,50000
3106002,Bela Vista de Minas,MG,Produtividade,kg/ha,2020,45000
3106101,Belmiro Braga,MG,Produtividade,kg/ha,2020,60000
3106200,Belo Horizonte,MG,Produtividade,kg/ha,2020,0
3106309,Belo Oriente,MG,Produtividade,kg/ha,2020,36000
3106408,Belo Vale,MG,Produtividade,kg/ha,2020,50000
3106507,Berilo,MG,Produtividade,kg/ha,2020,38000
3106606,Bertópolis,MG,Produtividade,kg/ha,2020,40000
3106655,Berizal,MG,Produtividade,kg/ha,2020,70000
3106705,Betim,MG,Produtividade,kg/ha,2020,40000
3106804,Bias Fortes,MG,Produtividade,kg/ha,2020,50000
3106903,Bicas,MG,Produtividade,kg/ha,2020,80000
3107000,Biquinhas,MG,Produtividade,kg/ha,2020,50000
3107109,Boa Esperança,MG,Produtividade,kg/ha,2020,35000
3107208,Bocaina de Minas,MG,Produtividade,kg/ha,2020,60000
3107307,Bocaiúva,MG,Produtividade,kg/ha,2020,30000
3107406,Bom Despacho,MG,Produtividade,kg/ha,2020,65000
3107505,Bom Jardim de Minas,MG,Produtividade,kg/ha,2020,42375
3107604,Bom Jesus da Penha,MG,Produtividade,kg/ha,2020,0
3107703,Bom Jesus do Amparo,MG,Produtividade,kg/ha,2020,57000
3107802,Bom Jesus do Galho,MG,Produtividade,kg/ha,2020,35000
3107901,Bom Repouso,MG,Produtividade,kg/ha,2020,0
3108008,Bom Sucesso,MG,Produtividade,kg/ha,2020,43000
3108107,Bonfim,MG,Produtividade,kg/ha,2020,45000
3108206,Bonfinópolis de Minas,MG,Produtividade,kg/ha,2020,40000
3108255,Bonito de Minas,MG,Produtividade,kg/ha,2020,40000
